data,genero,localidade,salario
**/**/1985,Female,"**, Jönköping, Sweden",$5238.49
**/**/1985,Female,"**, Newfoundland and Labrador, Canada",$5677.54
**/**/1985,Female,"**, Newfoundland and Labrador, Canada",$3993.28
**/**/1985,Female,"**, Porto, Portugal",$1488.42
**/**/1985,Female,"**, Porto, Portugal",$3248.92
**/**/1985,Female,"**, Porto, Portugal",$7276.96
**/**/1985,Female,"**, Porto, Portugal",$4320.80
**/**/1985,Female,"**, Stockholm, Sweden",$4391.85
**/**/1985,Female,"**, Stockholm, Sweden",$1145.67
**/**/1985,Male,"**, Västra Götaland, Sweden",$6881.36
**/**/1985,Male,"**, Västra Götaland, Sweden",$6436.46
**/**/1986,Female,"**, Braga, Portugal",$2309.35
**/**/1986,Female,"**, Braga, Portugal",$7659.54
**/**/1986,Female,"**, Stockholm, Sweden",$4664.24
**/**/1986,Female,"**, Stockholm, Sweden",$5373.09
**/**/1986,Female,"**, Stockholm, Sweden",$7701.36
**/**/1987,Female,"**, Viseu, Portugal",$7760.46
**/**/1987,Female,"**, Viseu, Portugal",$1367.51
**/**/1987,Female,"**, Île-de-France, France",$3108.98
**/**/1987,Female,"**, Île-de-France, France",$5511.34
**/**/1988,Female,"**, Ilha de São Miguel, Portugal",$4022.26
**/**/1988,Female,"**, Ilha de São Miguel, Portugal",$1426.01
**/**/1988,Female,"**, Ilha de São Miguel, Portugal",$4126.56
**/**/1988,Female,"**, Setúbal, Portugal",$1404.57
**/**/1988,Female,"**, Setúbal, Portugal",$1160.22
**/**/1988,Male,"**, Centre, France",$5485.14
**/**/1988,Male,"**, Centre, France",$3812.30
**/**/1989,Male,"**, Bretagne, France",$5459.27
**/**/1989,Male,"**, Bretagne, France",$4197.51
**/**/1989,Male,"**, Franche-Comté, France",$3772.66
**/**/1989,Male,"**, Franche-Comté, France",$7125.73
**/**/1989,Male,"**, Île-de-France, France",$4959.20
**/**/1989,Male,"**, Île-de-France, France",$6691.81
**/**/1990,Female,"**, Faro, Portugal",$1610.27
**/**/1990,Female,"**, Faro, Portugal",$3082.24
**/**/1990,Female,"**, Porto, Portugal",$5823.77
**/**/1990,Female,"**, Porto, Portugal",$6169.95
**/**/1990,Female,"**, Västra Götaland, Sweden",$4161.69
**/**/1990,Female,"**, Västra Götaland, Sweden",$5126.92
**/**/1990,Male,"**, Västra Götaland, Sweden",$7924.89
**/**/1990,Male,"**, Västra Götaland, Sweden",$3840.66
**/**/1990,Male,"**, Île-de-France, France",$7503.54
**/**/1990,Male,"**, Île-de-France, France",$5004.78
**/**/1991,Male,"**, Florida, United States",$5721.70
**/**/1991,Male,"**, Florida, United States",$7516.22
**/**/1991,Male,"**, Västra Götaland, Sweden",$4930.16
**/**/1991,Male,"**, Västra Götaland, Sweden",$7885.38
**/**/1992,Female,"**, Rhône-Alpes, France",$3055.75
**/**/1992,Female,"**, Rhône-Alpes, France",$5447.93
**/**/1992,Female,"**, Viseu, Portugal",$5919.34
**/**/1992,Female,"**, Viseu, Portugal",$6639.31
**/**/1992,Female,"**, Västra Götaland, Sweden",$5268.12
**/**/1992,Female,"**, Västra Götaland, Sweden",$6651.08
**/**/1992,Male,"**, Ontario, Canada",$6598.41
**/**/1992,Male,"**, Ontario, Canada",$7565.57
**/**/1992,Male,"**, Ontario, Canada",$3468.54
**/**/1993,Male,"**, California, United States",$2795.69
**/**/1993,Male,"**, California, United States",$953.73
**/**/1993,Male,"**, Île-de-France, France",$7733.10
**/**/1993,Male,"**, Île-de-France, France",$1022.20
**/**/1994,Female,"**, Ontario, Canada",$7060.60
**/**/1994,Female,"**, Ontario, Canada",$3688.22
**/**/1994,Female,"**, Stockholm, Sweden",$6950.84
**/**/1994,Female,"**, Stockholm, Sweden",$2943.14
**/**/1994,Male,"**, Braga, Portugal",$3868.21
**/**/1994,Male,"**, Braga, Portugal",$7794.99
**/**/1994,Male,"**, Pays de la Loire, France",$7145.67
**/**/1994,Male,"**, Pays de la Loire, France",$1265.76
**/**/1994,Male,"**, Setúbal, Portugal",$7159.29
**/**/1994,Male,"**, Setúbal, Portugal",$7189.04
**/**/1995,Female,"**, Porto, Portugal",$948.41
**/**/1995,Female,"**, Porto, Portugal",$4764.60
**/**/1995,Female,"**, Québec, Canada",$7292.50
**/**/1995,Female,"**, Québec, Canada",$3488.65
**/**/1995,Female,"**, Stockholm, Sweden",$2007.00
**/**/1995,Female,"**, Stockholm, Sweden",$7278.18
**/**/1995,Male,"**, Ontario, Canada",$6383.39
**/**/1995,Male,"**, Ontario, Canada",$6983.95
**/**/1995,Male,"**, Stockholm, Sweden",$3372.24
**/**/1995,Male,"**, Stockholm, Sweden",$6327.46
**/**/1995,Male,"**, Île-de-France, France",$5825.49
**/**/1995,Male,"**, Île-de-France, France",$3945.26
**/**/1996,Female,"**, Languedoc-Roussillon, France",$1958.82
**/**/1996,Female,"**, Languedoc-Roussillon, France",$3849.89
**/**/1996,Female,"**, Porto, Portugal",$7202.43
**/**/1996,Female,"**, Porto, Portugal",$3296.00
**/**/1996,Female,"**, Rhône-Alpes, France",$5399.22
**/**/1996,Female,"**, Rhône-Alpes, France",$4630.99
**/**/1996,Male,"**, Braga, Portugal",$1657.74
**/**/1996,Male,"**, Braga, Portugal",$3574.50
**/**/1996,Male,"**, Lisboa, Portugal",$6026.38
**/**/1996,Male,"**, Lisboa, Portugal",$6063.49
**/**/1997,Female,"**, Québec, Canada",$4240.55
**/**/1997,Female,"**, Québec, Canada",$3646.85
**/**/1997,Male,"**, Braga, Portugal",$3200.30
**/**/1997,Male,"**, Braga, Portugal",$2867.51
**/**/1998,Female,"**, Québec, Canada",$3976.35
**/**/1998,Female,"**, Québec, Canada",$2268.22
**/**/1998,Female,"**, Setúbal, Portugal",$877.91
**/**/1998,Female,"**, Setúbal, Portugal",$2335.56
**/**/1998,Female,"**, Stockholm, Sweden",$2909.91
**/**/1998,Female,"**, Stockholm, Sweden",$5338.30
**/**/1998,Male,"**, Florida, United States",$7355.48
**/**/1998,Male,"**, Florida, United States",$2212.91
**/**/1998,Male,"**, Rhône-Alpes, France",$1191.22
**/**/1998,Male,"**, Rhône-Alpes, France",$6223.79
**/**/1999,Female,"**, Stockholm, Sweden",$4848.93
**/**/1999,Female,"**, Stockholm, Sweden",$3873.74
**/**/1999,Male,"**, Bretagne, France",$5116.30
**/**/1999,Male,"**, Bretagne, France",$6856.56
**/**/1999,Male,"**, Porto, Portugal",$3392.24
**/**/1999,Male,"**, Porto, Portugal",$3200.25
**/**/1999,Male,"**, Viseu, Portugal",$3618.49
**/**/1999,Male,"**, Viseu, Portugal",$6056.46
**/**/1999,Male,"**, Västerbotten, Sweden",$1611.42
**/**/1999,Male,"**, Västerbotten, Sweden",$3109.94
**/**/2000,Female,"**, Coimbra, Portugal",$5999.29
**/**/2000,Female,"**, Coimbra, Portugal",$3399.67
**/**/2000,Female,"**, Santarém, Portugal",$3375.21
**/**/2000,Female,"**, Santarém, Portugal",$5964.41
**/**/2000,Female,"**, Île-de-France, France",$5316.35
**/**/2000,Female,"**, Île-de-France, France",$2452.61
**/**/2000,Male,"**, Setúbal, Portugal",$3591.12
**/**/2000,Male,"**, Setúbal, Portugal",$3573.26
**/**/2001,Female,"**, Alberta, Canada",$7801.31
**/**/2001,Female,"**, Alberta, Canada",$3909.93
**/**/2001,Male,"**, Västra Götaland, Sweden",$6578.25
**/**/2001,Male,"**, Västra Götaland, Sweden",$5977.38
**/**/2002,Female,"**, Aveiro, Portugal",$4713.83
**/**/2002,Female,"**, Aveiro, Portugal",$6310.65
**/**/2002,Female,"**, Porto, Portugal",$1973.45
**/**/2002,Female,"**, Porto, Portugal",$3725.73
**/**/2002,Female,"**, Västra Götaland, Sweden",$4382.96
**/**/2002,Female,"**, Västra Götaland, Sweden",$6869.03
**/**/2002,Male,"**, Québec, Canada",$3613.73
**/**/2002,Male,"**, Québec, Canada",$1994.12
**/**/2003,Female,"**, Provence-Alpes-Côte d'Azur, France",$6183.10
**/**/2003,Female,"**, Provence-Alpes-Côte d'Azur, France",$5404.43
**/**/2003,Female,"**, Stockholm, Sweden",$7718.13
**/**/2003,Female,"**, Stockholm, Sweden",$1188.09
**/**/2003,Male,"**, Provence-Alpes-Côte d'Azur, France",$7199.46
**/**/2003,Male,"**, Provence-Alpes-Côte d'Azur, France",$1466.87
**/**/2004,Female,"**, Skåne, Sweden",$7758.57
**/**/2004,Female,"**, Skåne, Sweden",$7475.57
**/**/2004,Male,"**, Västernorrland, Sweden",$6963.88
**/**/2004,Male,"**, Västernorrland, Sweden",$4631.52
**/**/2005,Female,"**, Centre, France",$1242.05
**/**/2005,Female,"**, Centre, France",$2471.10
**/**/2005,Female,"**, Porto, Portugal",$5283.42
**/**/2005,Female,"**, Porto, Portugal",$7795.42
**/**/2005,Female,"**, Rhône-Alpes, France",$7881.42
**/**/2005,Female,"**, Rhône-Alpes, France",$7382.35
**/**/2005,Male,"**, Ontario, Canada",$1319.03
**/**/2005,Male,"**, Ontario, Canada",$2454.18
**/**/2005,Male,"**, Vila Real, Portugal",$2106.68
**/**/2005,Male,"**, Vila Real, Portugal",$4370.17
**/**/2006,Male,"**, Québec, Canada",$3407.45
**/**/2006,Male,"**, Québec, Canada",$5871.22
**/**/2006,Male,"**, Île-de-France, France",$1492.88
**/**/2006,Male,"**, Île-de-France, France",$7825.33
**/**/2008,Female,"**, Porto, Portugal",$7233.37
**/**/2008,Female,"**, Porto, Portugal",$5866.61
**/**/2008,Female,"**, Veracruz Llave, Mexico",$7048.06
**/**/2008,Female,"**, Veracruz Llave, Mexico",$6888.06
**/**/2009,Female,"**, Colorado, United States",$4689.02
**/**/2009,Female,"**, Colorado, United States",$943.67
**/**/1980,Female,"**,**, Portugal",$7622.47
**/**/1980,Female,"**,**, Portugal",$3090.80
**/**/1980,Female,"**,**, Portugal",$1653.56
**/**/1980,Male,"**,**, Portugal",$6314.95
**/**/1980,Male,"**,**, Portugal",$6267.86
**/**/1981,Female,"**,**, Canada",$6657.46
**/**/1981,Female,"**,**, Canada",$2100.45
**/**/1981,Female,"**,**, France",$1353.19
**/**/1981,Female,"**,**, France",$6674.63
**/**/1981,Female,"**,**, France",$4796.47
**/**/1981,Female,"**,**, France",$3374.55
**/**/1981,Female,"**,**, Portugal",$5772.69
**/**/1981,Female,"**,**, Portugal",$7539.41
**/**/1981,Female,"**,**, Portugal",$1133.30
**/**/1981,Female,"**,**, Portugal",$5751.78
**/**/1981,Female,"**,**, Sweden",$7035.04
**/**/1981,Female,"**,**, Sweden",$4767.88
**/**/1981,Female,"**,**, United States",$4047.44
**/**/1981,Female,"**,**, United States",$5953.02
**/**/1981,Female,"**,**, United States",$5249.08
**/**/1981,Female,"**,**, United States",$1715.64
**/**/1981,Male,"**,**, Canada",$7082.80
**/**/1981,Male,"**,**, Canada",$5453.13
**/**/1981,Male,"**,**, Portugal",$7973.93
**/**/1981,Male,"**,**, Portugal",$1305.29
**/**/1981,Male,"**,**, Portugal",$4902.14
**/**/1981,Male,"**,**, Sweden",$5563.83
**/**/1981,Male,"**,**, Sweden",$2161.64
**/**/1981,Male,"**,**, Sweden",$3027.41
**/**/1981,Male,"**,**, United States",$3362.11
**/**/1981,Male,"**,**, United States",$5731.07
**/**/1982,Female,"**,**, Portugal",$4052.82
**/**/1982,Female,"**,**, Portugal",$2029.76
**/**/1982,Female,"**,**, Portugal",$2880.77
**/**/1982,Female,"**,**, Portugal",$3567.38
**/**/1982,Female,"**,**, Sweden",$6563.49
**/**/1982,Female,"**,**, Sweden",$2385.94
**/**/1982,Female,"**,**, Sweden",$3951.59
**/**/1982,Female,"**,**, United States",$5750.62
**/**/1982,Female,"**,**, United States",$3358.51
**/**/1982,Female,"**,**, United States",$1641.08
**/**/1982,Male,"**,**, Canada",$1653.38
**/**/1982,Male,"**,**, Canada",$6296.75
**/**/1982,Male,"**,**, Portugal",$3783.40
**/**/1982,Male,"**,**, Portugal",$6067.37
**/**/1982,Male,"**,**, Portugal",$7296.43
**/**/1982,Male,"**,**, Portugal",$962.88
**/**/1982,Male,"**,**, Portugal",$7552.80
**/**/1982,Male,"**,**, Sweden",$7783.26
**/**/1982,Male,"**,**, Sweden",$3859.70
**/**/1982,Male,"**,**, Sweden",$7314.87
**/**/1982,Male,"**,**, United States",$3581.83
**/**/1982,Male,"**,**, United States",$4285.93
**/**/1982,Male,"**,**, United States",$4066.86
**/**/1983,Female,"**,**, France",$4160.18
**/**/1983,Female,"**,**, France",$6872.51
**/**/1983,Female,"**,**, France",$6749.04
**/**/1983,Female,"**,**, Portugal",$7046.63
**/**/1983,Female,"**,**, Portugal",$7130.79
**/**/1983,Female,"**,**, Portugal",$7453.73
**/**/1983,Female,"**,**, Portugal",$7373.73
**/**/1983,Female,"**,**, Sweden",$2803.76
**/**/1983,Female,"**,**, Sweden",$7155.79
**/**/1983,Female,"**,**, United States",$2934.66
**/**/1983,Female,"**,**, United States",$3201.71
**/**/1983,Female,"**,**, United States",$7589.64
**/**/1983,Male,"**,**, France",$2655.12
**/**/1983,Male,"**,**, France",$7537.16
**/**/1983,Male,"**,**, Portugal",$6691.57
**/**/1983,Male,"**,**, Portugal",$7454.96
**/**/1983,Male,"**,**, Portugal",$942.32
**/**/1983,Male,"**,**, Portugal",$4803.14
**/**/1984,Female,"**,**, Mexico",$2076.62
**/**/1984,Female,"**,**, Mexico",$7741.81
**/**/1984,Female,"**,**, Sweden",$2809.72
**/**/1984,Female,"**,**, Sweden",$3765.74
**/**/1984,Male,"**,**, France",$3466.43
**/**/1984,Male,"**,**, France",$1742.83
**/**/1984,Male,"**,**, Portugal",$2420.72
**/**/1984,Male,"**,**, Portugal",$3526.69
**/**/1984,Male,"**,**, Portugal",$7345.49
**/**/1984,Male,"**,**, Portugal",$4964.31
**/**/1984,Male,"**,**, Sweden",$5530.85
**/**/1984,Male,"**,**, Sweden",$3349.35
**/**/1984,Male,"**,**, United States",$7827.47
**/**/1984,Male,"**,**, United States",$5910.48
**/**/1984,Male,"**,**, United States",$5411.17
**/**/1985,Female,"**,**, France",$1238.66
**/**/1985,Female,"**,**, France",$3201.59
**/**/1985,Female,"**,**, France",$5772.96
**/**/1985,Female,"**,**, France",$6430.52
**/**/1985,Female,"**,**, Mexico",$7525.73
**/**/1985,Female,"**,**, Mexico",$2174.45
**/**/1985,Female,"**,**, Portugal",$2854.38
**/**/1985,Female,"**,**, Portugal",$2411.36
**/**/1985,Female,"**,**, Portugal",$7105.57
**/**/1985,Female,"**,**, Portugal",$7982.36
**/**/1985,Female,"**,**, Sweden",$6867.13
**/**/1985,Female,"**,**, Sweden",$3014.90
**/**/1985,Female,"**,**, Sweden",$4250.40
**/**/1985,Female,"**,**, Sweden",$6173.77
**/**/1985,Male,"**,**, France",$5778.85
**/**/1985,Male,"**,**, France",$4583.37
**/**/1985,Male,"**,**, Portugal",$5932.94
**/**/1985,Male,"**,**, Portugal",$3863.39
**/**/1985,Male,"**,**, Portugal",$7373.11
**/**/1985,Male,"**,**, Portugal",$3122.25
**/**/1985,Male,"**,**, United States",$3427.50
**/**/1985,Male,"**,**, United States",$2816.85
**/**/1985,Male,"**,**, United States",$3567.45
**/**/1986,Female,"**,**, Canada",$2409.34
**/**/1986,Female,"**,**, Canada",$1385.71
**/**/1986,Female,"**,**, France",$976.45
**/**/1986,Female,"**,**, France",$4783.94
**/**/1986,Female,"**,**, France",$4680.61
**/**/1986,Female,"**,**, United States",$7694.59
**/**/1986,Female,"**,**, United States",$2926.75
**/**/1986,Male,"**,**, Canada",$7689.46
**/**/1986,Male,"**,**, Canada",$3502.45
**/**/1986,Male,"**,**, Canada",$1318.68
**/**/1986,Male,"**,**, Canada",$5150.96
**/**/1986,Male,"**,**, Mexico",$3989.06
**/**/1986,Male,"**,**, Mexico",$825.82
**/**/1986,Male,"**,**, Portugal",$4357.15
**/**/1986,Male,"**,**, Portugal",$4468.82
**/**/1986,Male,"**,**, Sweden",$2881.34
**/**/1986,Male,"**,**, Sweden",$1909.73
**/**/1986,Male,"**,**, United States",$6235.09
**/**/1986,Male,"**,**, United States",$6068.22
**/**/1986,Male,"**,**, United States",$1059.41
**/**/1986,Male,"**,**, United States",$2697.06
**/**/1987,Female,"**,**, Canada",$4100.69
**/**/1987,Female,"**,**, Canada",$5427.64
**/**/1987,Female,"**,**, Canada",$1939.10
**/**/1987,Female,"**,**, France",$2422.65
**/**/1987,Female,"**,**, France",$3445.67
**/**/1987,Female,"**,**, Sweden",$5057.22
**/**/1987,Female,"**,**, Sweden",$3028.28
**/**/1987,Female,"**,**, Sweden",$1919.83
**/**/1987,Male,"**,**, France",$2627.52
**/**/1987,Male,"**,**, France",$7063.28
**/**/1987,Male,"**,**, France",$1555.57
**/**/1987,Male,"**,**, Portugal",$1586.61
**/**/1987,Male,"**,**, Portugal",$5038.59
**/**/1987,Male,"**,**, Portugal",$1374.14
**/**/1987,Male,"**,**, Portugal",$5264.43
**/**/1987,Male,"**,**, Portugal",$5948.45
**/**/1987,Male,"**,**, Sweden",$1755.24
**/**/1987,Male,"**,**, Sweden",$1846.26
**/**/1987,Male,"**,**, Sweden",$5039.13
**/**/1987,Male,"**,**, United States",$5407.86
**/**/1987,Male,"**,**, United States",$3191.09
**/**/1987,Male,"**,**, United States",$7402.15
**/**/1987,Male,"**,**, United States",$7817.66
**/**/1988,Female,"**,**, France",$1598.58
**/**/1988,Female,"**,**, France",$4953.85
**/**/1988,Female,"**,**, Portugal",$3223.62
**/**/1988,Female,"**,**, Portugal",$4302.66
**/**/1988,Female,"**,**, Portugal",$6594.48
**/**/1988,Female,"**,**, Portugal",$3721.36
**/**/1988,Female,"**,**, Portugal",$7091.02
**/**/1988,Female,"**,**, Portugal",$4772.43
**/**/1988,Female,"**,**, Sweden",$6144.12
**/**/1988,Female,"**,**, Sweden",$2250.17
**/**/1988,Female,"**,**, Sweden",$3011.36
**/**/1988,Female,"**,**, United States",$1348.47
**/**/1988,Female,"**,**, United States",$7157.05
**/**/1988,Female,"**,**, United States",$4199.58
**/**/1988,Female,"**,**, United States",$4305.72
**/**/1988,Female,"**,**, United States",$4117.83
**/**/1988,Male,"**,**, Portugal",$2944.40
**/**/1988,Male,"**,**, Portugal",$4590.54
**/**/1988,Male,"**,**, Portugal",$6298.92
**/**/1988,Male,"**,**, Portugal",$2566.78
**/**/1988,Male,"**,**, Sweden",$1574.30
**/**/1988,Male,"**,**, Sweden",$962.08
**/**/1988,Male,"**,**, Sweden",$2746.65
**/**/1988,Male,"**,**, United States",$2843.99
**/**/1988,Male,"**,**, United States",$3621.99
**/**/1989,Female,"**,**, France",$2004.14
**/**/1989,Female,"**,**, France",$1280.62
**/**/1989,Female,"**,**, France",$4400.91
**/**/1989,Female,"**,**, France",$1355.25
**/**/1989,Female,"**,**, France",$6728.72
**/**/1989,Female,"**,**, France",$7068.52
**/**/1989,Female,"**,**, Mexico",$7018.06
**/**/1989,Female,"**,**, Mexico",$2837.82
**/**/1989,Female,"**,**, Sweden",$1370.53
**/**/1989,Female,"**,**, Sweden",$5830.80
**/**/1989,Female,"**,**, United States",$2495.07
**/**/1989,Female,"**,**, United States",$2775.31
**/**/1989,Female,"**,**, United States",$7511.52
**/**/1989,Female,"**,**, United States",$6742.63
**/**/1989,Male,"**,**, France",$1186.54
**/**/1989,Male,"**,**, France",$5700.29
**/**/1989,Male,"**,**, France",$1655.67
**/**/1989,Male,"**,**, Mexico",$2344.10
**/**/1989,Male,"**,**, Mexico",$996.76
**/**/1989,Male,"**,**, Portugal",$1858.90
**/**/1989,Male,"**,**, Portugal",$5108.35
**/**/1989,Male,"**,**, Sweden",$6874.81
**/**/1989,Male,"**,**, Sweden",$3218.09
**/**/1989,Male,"**,**, Sweden",$7745.97
**/**/1989,Male,"**,**, United States",$1900.04
**/**/1989,Male,"**,**, United States",$4260.81
**/**/1990,Female,"**,**, France",$2201.87
**/**/1990,Female,"**,**, France",$4627.31
**/**/1990,Female,"**,**, France",$7279.48
**/**/1990,Female,"**,**, Mexico",$3556.11
**/**/1990,Female,"**,**, Mexico",$3814.74
**/**/1990,Female,"**,**, Portugal",$3878.76
**/**/1990,Female,"**,**, Portugal",$6376.96
**/**/1990,Female,"**,**, Sweden",$1900.48
**/**/1990,Female,"**,**, Sweden",$6509.58
**/**/1990,Male,"**,**, Mexico",$883.43
**/**/1990,Male,"**,**, Mexico",$6445.22
**/**/1990,Male,"**,**, Portugal",$1245.80
**/**/1990,Male,"**,**, Portugal",$6680.18
**/**/1990,Male,"**,**, Portugal",$5746.59
**/**/1990,Male,"**,**, Sweden",$7175.98
**/**/1990,Male,"**,**, Sweden",$4682.04
**/**/1990,Male,"**,**, United States",$7638.46
**/**/1990,Male,"**,**, United States",$2065.92
**/**/1990,Male,"**,**, United States",$4901.14
**/**/1991,Female,"**,**, France",$2772.86
**/**/1991,Female,"**,**, France",$6410.80
**/**/1991,Female,"**,**, France",$1073.36
**/**/1991,Female,"**,**, Portugal",$5189.45
**/**/1991,Female,"**,**, Portugal",$4371.91
**/**/1991,Female,"**,**, Portugal",$7482.17
**/**/1991,Female,"**,**, Portugal",$7198.71
**/**/1991,Female,"**,**, United States",$1329.70
**/**/1991,Female,"**,**, United States",$1899.31
**/**/1991,Female,"**,**, United States",$1288.62
**/**/1991,Male,"**,**, Mexico",$3076.92
**/**/1991,Male,"**,**, Mexico",$5747.87
**/**/1991,Male,"**,**, Portugal",$6417.75
**/**/1991,Male,"**,**, Portugal",$7147.42
**/**/1991,Male,"**,**, Portugal",$7831.28
**/**/1991,Male,"**,**, United States",$4879.74
**/**/1991,Male,"**,**, United States",$7248.09
**/**/1991,Male,"**,**, United States",$2891.78
**/**/1992,Female,"**,**, Canada",$4234.16
**/**/1992,Female,"**,**, Canada",$4139.57
**/**/1992,Female,"**,**, France",$1484.69
**/**/1992,Female,"**,**, France",$5763.40
**/**/1992,Female,"**,**, Portugal",$2849.06
**/**/1992,Female,"**,**, Portugal",$7816.46
**/**/1992,Male,"**,**, France",$3827.17
**/**/1992,Male,"**,**, France",$6363.88
**/**/1992,Male,"**,**, Sweden",$5169.65
**/**/1992,Male,"**,**, Sweden",$3775.21
**/**/1993,Female,"**,**, Canada",$5727.15
**/**/1993,Female,"**,**, Canada",$7096.91
**/**/1993,Female,"**,**, France",$6974.65
**/**/1993,Female,"**,**, France",$4480.55
**/**/1993,Female,"**,**, France",$5796.92
**/**/1993,Female,"**,**, Mexico",$6528.84
**/**/1993,Female,"**,**, Mexico",$2071.57
**/**/1993,Female,"**,**, Portugal",$5532.48
**/**/1993,Female,"**,**, Portugal",$4550.26
**/**/1993,Female,"**,**, Sweden",$5240.94
**/**/1993,Female,"**,**, Sweden",$2587.45
**/**/1993,Female,"**,**, United States",$3472.73
**/**/1993,Female,"**,**, United States",$4241.71
**/**/1993,Female,"**,**, United States",$3031.23
**/**/1993,Male,"**,**, Sweden",$1455.74
**/**/1993,Male,"**,**, Sweden",$3689.16
**/**/1993,Male,"**,**, United States",$4300.13
**/**/1993,Male,"**,**, United States",$3036.16
**/**/1994,Female,"**,**, France",$2236.23
**/**/1994,Female,"**,**, France",$2874.62
**/**/1994,Female,"**,**, Mexico",$6285.72
**/**/1994,Female,"**,**, Mexico",$2723.11
**/**/1994,Female,"**,**, Portugal",$5268.85
**/**/1994,Female,"**,**, Portugal",$7467.66
**/**/1994,Female,"**,**, Portugal",$5252.25
**/**/1994,Female,"**,**, Sweden",$4966.48
**/**/1994,Female,"**,**, Sweden",$1916.17
**/**/1994,Female,"**,**, Sweden",$7586.61
**/**/1994,Female,"**,**, Sweden",$1430.78
**/**/1994,Female,"**,**, United States",$3041.78
**/**/1994,Female,"**,**, United States",$2781.81
**/**/1994,Male,"**,**, Canada",$4511.71
**/**/1994,Male,"**,**, Canada",$7753.78
**/**/1994,Male,"**,**, France",$5689.99
**/**/1994,Male,"**,**, France",$4879.99
