data,genero,localidade,salario
**/**/****,*,"**,**, Canada",$5937.25
**/**/****,*,"**,**, Canada",$7689.46
**/**/****,*,"**,**, Canada",$3688.22
**/**/****,*,"**,**, Canada",$7600.54
**/**/****,*,"**,**, Canada",$7801.31
**/**/****,*,"**,**, Canada",$1653.38
**/**/****,*,"**,**, Canada",$6657.46
**/**/****,*,"**,**, Canada",$5427.64
**/**/****,*,"**,**, Canada",$3502.45
**/**/****,*,"**,**, Canada",$3918.00
**/**/****,*,"**,**, Canada",$3909.93
**/**/****,*,"**,**, Canada",$3976.35
**/**/****,*,"**,**, Canada",$1403.76
**/**/****,*,"**,**, Canada",$6983.95
**/**/****,*,"**,**, Canada",$3609.17
**/**/****,*,"**,**, Canada",$1310.34
**/**/****,*,"**,**, Canada",$7697.11
**/**/****,*,"**,**, Canada",$6431.42
**/**/****,*,"**,**, Canada",$7753.78
**/**/****,*,"**,**, Canada",$4067.61
**/**/****,*,"**,**, Canada",$6598.41
**/**/****,*,"**,**, Canada",$5871.22
**/**/****,*,"**,**, Canada",$5396.24
**/**/****,*,"**,**, Canada",$3585.21
**/**/****,*,"**,**, Canada",$1405.83
**/**/****,*,"**,**, Canada",$3488.65
**/**/****,*,"**,**, Canada",$2409.34
**/**/****,*,"**,**, Canada",$6296.75
**/**/****,*,"**,**, Canada",$4762.01
**/**/****,*,"**,**, Canada",$6662.13
**/**/****,*,"**,**, Canada",$5677.74
**/**/****,*,"**,**, Canada",$1647.59
**/**/****,*,"**,**, Canada",$2617.72
**/**/****,*,"**,**, Canada",$1318.68
**/**/****,*,"**,**, Canada",$1994.12
**/**/****,*,"**,**, Canada",$3646.85
**/**/****,*,"**,**, Canada",$1032.14
**/**/****,*,"**,**, Canada",$5387.93
**/**/****,*,"**,**, Canada",$4139.57
**/**/****,*,"**,**, Canada",$5514.96
**/**/****,*,"**,**, Canada",$1385.71
**/**/****,*,"**,**, Canada",$1876.11
**/**/****,*,"**,**, Canada",$5074.78
**/**/****,*,"**,**, Canada",$7039.05
**/**/****,*,"**,**, Canada",$2100.45
**/**/****,*,"**,**, Canada",$1939.10
**/**/****,*,"**,**, Canada",$7565.57
**/**/****,*,"**,**, Canada",$2268.22
**/**/****,*,"**,**, Canada",$7370.54
**/**/****,*,"**,**, Canada",$5150.96
**/**/****,*,"**,**, Canada",$5372.60
**/**/****,*,"**,**, Canada",$991.46
**/**/****,*,"**,**, Canada",$3468.54
**/**/****,*,"**,**, Canada",$7202.18
**/**/****,*,"**,**, Canada",$7782.63
**/**/****,*,"**,**, France",$2201.87
**/**/****,*,"**,**, France",$2004.14
**/**/****,*,"**,**, France",$7418.79
**/**/****,*,"**,**, France",$7512.12
**/**/****,*,"**,**, France",$4627.31
**/**/****,*,"**,**, France",$5689.99
**/**/****,*,"**,**, France",$3827.17
**/**/****,*,"**,**, France",$1191.96
**/**/****,*,"**,**, France",$6336.71
**/**/****,*,"**,**, France",$6148.93
**/**/****,*,"**,**, France",$1186.54
**/**/****,*,"**,**, France",$5536.87
**/**/****,*,"**,**, France",$5323.97
**/**/****,*,"**,**, France",$6432.81
**/**/****,*,"**,**, France",$4254.84
**/**/****,*,"**,**, France",$4160.18
**/**/****,*,"**,**, France",$5054.87
**/**/****,*,"**,**, France",$7595.55
**/**/****,*,"**,**, France",$6974.65
**/**/****,*,"**,**, France",$2236.23
**/**/****,*,"**,**, France",$5485.14
**/**/****,*,"**,**, France",$4879.99
**/**/****,*,"**,**, France",$6889.74
**/**/****,*,"**,**, France",$1238.66
**/**/****,*,"**,**, France",$4480.55
**/**/****,*,"**,**, France",$4907.54
**/**/****,*,"**,**, France",$7665.32
**/**/****,*,"**,**, France",$1841.41
**/**/****,*,"**,**, France",$1492.88
**/**/****,*,"**,**, France",$3542.00
**/**/****,*,"**,**, France",$5825.49
**/**/****,*,"**,**, France",$3525.88
**/**/****,*,"**,**, France",$1353.19
**/**/****,*,"**,**, France",$3316.55
**/**/****,*,"**,**, France",$2422.65
**/**/****,*,"**,**, France",$1484.69
**/**/****,*,"**,**, France",$6325.50
**/**/****,*,"**,**, France",$6712.81
**/**/****,*,"**,**, France",$2654.98
**/**/****,*,"**,**, France",$7733.10
**/**/****,*,"**,**, France",$5475.66
**/**/****,*,"**,**, France",$3466.43
**/**/****,*,"**,**, France",$4959.20
**/**/****,*,"**,**, France",$1280.62
**/**/****,*,"**,**, France",$3435.34
**/**/****,*,"**,**, France",$2627.52
**/**/****,*,"**,**, France",$4105.04
**/**/****,*,"**,**, France",$7279.48
**/**/****,*,"**,**, France",$2329.05
**/**/****,*,"**,**, France",$7825.33
**/**/****,*,"**,**, France",$5399.22
**/**/****,*,"**,**, France",$4263.66
**/**/****,*,"**,**, France",$1934.60
**/**/****,*,"**,**, France",$7063.28
**/**/****,*,"**,**, France",$6827.27
**/**/****,*,"**,**, France",$3201.59
**/**/****,*,"**,**, France",$5116.30
**/**/****,*,"**,**, France",$7145.67
**/**/****,*,"**,**, France",$5080.95
**/**/****,*,"**,**, France",$1350.28
**/**/****,*,"**,**, France",$5763.40
**/**/****,*,"**,**, France",$7199.46
**/**/****,*,"**,**, France",$5216.68
**/**/****,*,"**,**, France",$2902.49
**/**/****,*,"**,**, France",$1020.66
**/**/****,*,"**,**, France",$2851.56
**/**/****,*,"**,**, France",$5410.56
**/**/****,*,"**,**, France",$7274.50
**/**/****,*,"**,**, France",$4354.51
**/**/****,*,"**,**, France",$6940.06
**/**/****,*,"**,**, France",$3747.55
**/**/****,*,"**,**, France",$4400.91
**/**/****,*,"**,**, France",$1191.22
**/**/****,*,"**,**, France",$7503.54
**/**/****,*,"**,**, France",$6769.72
**/**/****,*,"**,**, France",$3988.74
**/**/****,*,"**,**, France",$1242.05
**/**/****,*,"**,**, France",$2772.86
**/**/****,*,"**,**, France",$976.45
**/**/****,*,"**,**, France",$6183.10
**/**/****,*,"**,**, France",$2565.78
**/**/****,*,"**,**, France",$6856.56
**/**/****,*,"**,**, France",$1174.30
**/**/****,*,"**,**, France",$4491.03
**/**/****,*,"**,**, France",$6674.63
**/**/****,*,"**,**, France",$2458.05
**/**/****,*,"**,**, France",$7519.69
**/**/****,*,"**,**, France",$6410.80
**/**/****,*,"**,**, France",$5823.97
**/**/****,*,"**,**, France",$2918.64
**/**/****,*,"**,**, France",$2208.72
**/**/****,*,"**,**, France",$5796.92
**/**/****,*,"**,**, France",$1399.34
**/**/****,*,"**,**, France",$4518.41
**/**/****,*,"**,**, France",$6223.79
**/**/****,*,"**,**, France",$4783.94
**/**/****,*,"**,**, France",$3511.27
**/**/****,*,"**,**, France",$1622.32
**/**/****,*,"**,**, France",$7410.13
**/**/****,*,"**,**, France",$6363.88
**/**/****,*,"**,**, France",$3533.25
**/**/****,*,"**,**, France",$3645.69
**/**/****,*,"**,**, France",$6872.51
**/**/****,*,"**,**, France",$1355.25
**/**/****,*,"**,**, France",$6428.54
**/**/****,*,"**,**, France",$5368.06
**/**/****,*,"**,**, France",$6860.11
**/**/****,*,"**,**, France",$1466.87
**/**/****,*,"**,**, France",$6749.86
**/**/****,*,"**,**, France",$3635.14
**/**/****,*,"**,**, France",$3478.88
**/**/****,*,"**,**, France",$1824.90
**/**/****,*,"**,**, France",$1348.85
**/**/****,*,"**,**, France",$6649.25
**/**/****,*,"**,**, France",$3445.67
**/**/****,*,"**,**, France",$1907.75
**/**/****,*,"**,**, France",$7213.98
**/**/****,*,"**,**, France",$4826.17
**/**/****,*,"**,**, France",$1958.82
**/**/****,*,"**,**, France",$1742.83
**/**/****,*,"**,**, France",$7689.77
**/**/****,*,"**,**, France",$5772.96
**/**/****,*,"**,**, France",$1422.11
**/**/****,*,"**,**, France",$1467.94
**/**/****,*,"**,**, France",$3770.58
**/**/****,*,"**,**, France",$2942.07
**/**/****,*,"**,**, France",$5891.93
**/**/****,*,"**,**, France",$6424.69
**/**/****,*,"**,**, France",$4468.57
**/**/****,*,"**,**, France",$4796.47
**/**/****,*,"**,**, France",$1336.07
**/**/****,*,"**,**, France",$5503.12
**/**/****,*,"**,**, France",$5316.35
**/**/****,*,"**,**, France",$3030.74
**/**/****,*,"**,**, France",$7900.09
**/**/****,*,"**,**, France",$6606.39
**/**/****,*,"**,**, France",$3055.75
**/**/****,*,"**,**, France",$5736.48
**/**/****,*,"**,**, France",$1246.34
**/**/****,*,"**,**, France",$1768.62
**/**/****,*,"**,**, France",$3227.73
**/**/****,*,"**,**, France",$1073.36
**/**/****,*,"**,**, France",$5778.85
**/**/****,*,"**,**, France",$6728.72
**/**/****,*,"**,**, France",$6691.81
**/**/****,*,"**,**, France",$6946.23
**/**/****,*,"**,**, France",$2558.15
**/**/****,*,"**,**, France",$1555.57
**/**/****,*,"**,**, France",$3374.55
**/**/****,*,"**,**, France",$3812.30
**/**/****,*,"**,**, France",$2655.12
**/**/****,*,"**,**, France",$5700.29
**/**/****,*,"**,**, France",$4544.05
**/**/****,*,"**,**, France",$3772.66
**/**/****,*,"**,**, France",$6749.04
**/**/****,*,"**,**, France",$2561.84
**/**/****,*,"**,**, France",$7881.42
**/**/****,*,"**,**, France",$1160.10
**/**/****,*,"**,**, France",$2463.52
**/**/****,*,"**,**, France",$4510.14
**/**/****,*,"**,**, France",$7125.73
**/**/****,*,"**,**, France",$7474.04
**/**/****,*,"**,**, France",$2471.10
**/**/****,*,"**,**, France",$3108.98
**/**/****,*,"**,**, France",$5843.31
**/**/****,*,"**,**, France",$5404.43
**/**/****,*,"**,**, France",$1366.21
**/**/****,*,"**,**, France",$3381.06
**/**/****,*,"**,**, France",$5459.27
**/**/****,*,"**,**, France",$5447.93
**/**/****,*,"**,**, France",$7068.52
**/**/****,*,"**,**, France",$2452.61
**/**/****,*,"**,**, France",$2306.32
**/**/****,*,"**,**, France",$1999.59
**/**/****,*,"**,**, France",$7606.13
**/**/****,*,"**,**, France",$6939.54
**/**/****,*,"**,**, France",$4725.00
**/**/****,*,"**,**, France",$4197.51
**/**/****,*,"**,**, France",$7109.56
**/**/****,*,"**,**, France",$6648.08
**/**/****,*,"**,**, France",$4680.61
**/**/****,*,"**,**, France",$1022.20
**/**/****,*,"**,**, France",$7382.35
**/**/****,*,"**,**, France",$7634.03
**/**/****,*,"**,**, France",$5198.50
**/**/****,*,"**,**, France",$5814.99
**/**/****,*,"**,**, France",$2874.62
**/**/****,*,"**,**, France",$3945.26
**/**/****,*,"**,**, France",$1598.58
**/**/****,*,"**,**, France",$7537.16
**/**/****,*,"**,**, France",$6430.52
**/**/****,*,"**,**, France",$3531.22
**/**/****,*,"**,**, France",$2118.25
**/**/****,*,"**,**, France",$3849.89
**/**/****,*,"**,**, France",$2671.01
**/**/****,*,"**,**, France",$5511.34
**/**/****,*,"**,**, France",$5521.83
**/**/****,*,"**,**, France",$1032.68
**/**/****,*,"**,**, France",$5352.76
**/**/****,*,"**,**, France",$6294.64
**/**/****,*,"**,**, France",$4953.85
**/**/****,*,"**,**, France",$880.79
**/**/****,*,"**,**, France",$7201.06
**/**/****,*,"**,**, France",$3752.70
**/**/****,*,"**,**, France",$6987.28
**/**/****,*,"**,**, France",$4583.37
**/**/****,*,"**,**, France",$5163.00
**/**/****,*,"**,**, France",$5620.85
**/**/****,*,"**,**, France",$1265.76
**/**/****,*,"**,**, France",$4630.99
**/**/****,*,"**,**, France",$7680.45
**/**/****,*,"**,**, France",$1655.67
**/**/****,*,"**,**, France",$5004.78
**/**/****,*,"**,**, France",$5362.26
**/**/****,*,"**,**, Mexico",$883.43
**/**/****,*,"**,**, Mexico",$6995.08
**/**/****,*,"**,**, Mexico",$7103.44
**/**/****,*,"**,**, Mexico",$6528.84
**/**/****,*,"**,**, Mexico",$2690.43
**/**/****,*,"**,**, Mexico",$6445.22
**/**/****,*,"**,**, Mexico",$7170.52
**/**/****,*,"**,**, Mexico",$2858.06
**/**/****,*,"**,**, Mexico",$2076.62
**/**/****,*,"**,**, Mexico",$6686.36
**/**/****,*,"**,**, Mexico",$2184.75
**/**/****,*,"**,**, Mexico",$4077.84
**/**/****,*,"**,**, Mexico",$6340.24
**/**/****,*,"**,**, Mexico",$3076.92
**/**/****,*,"**,**, Mexico",$1144.42
**/**/****,*,"**,**, Mexico",$4430.56
**/**/****,*,"**,**, Mexico",$7018.06
**/**/****,*,"**,**, Mexico",$3602.31
**/**/****,*,"**,**, Mexico",$4663.81
**/**/****,*,"**,**, Mexico",$3389.21
**/**/****,*,"**,**, Mexico",$3408.00
**/**/****,*,"**,**, Mexico",$2071.57
**/**/****,*,"**,**, Mexico",$3989.06
**/**/****,*,"**,**, Mexico",$4531.43
**/**/****,*,"**,**, Mexico",$1452.90
**/**/****,*,"**,**, Mexico",$6285.72
**/**/****,*,"**,**, Mexico",$1534.82
**/**/****,*,"**,**, Mexico",$5563.62
**/**/****,*,"**,**, Mexico",$7049.85
**/**/****,*,"**,**, Mexico",$3769.13
**/**/****,*,"**,**, Mexico",$3667.75
**/**/****,*,"**,**, Mexico",$3556.11
**/**/****,*,"**,**, Mexico",$7184.92
**/**/****,*,"**,**, Mexico",$7303.77
**/**/****,*,"**,**, Mexico",$1126.55
**/**/****,*,"**,**, Mexico",$1095.44
**/**/****,*,"**,**, Mexico",$2344.10
**/**/****,*,"**,**, Mexico",$7741.81
**/**/****,*,"**,**, Mexico",$7814.46
**/**/****,*,"**,**, Mexico",$959.80
**/**/****,*,"**,**, Mexico",$6825.59
**/**/****,*,"**,**, Mexico",$7525.73
**/**/****,*,"**,**, Mexico",$7048.06
**/**/****,*,"**,**, Mexico",$2435.84
**/**/****,*,"**,**, Mexico",$5747.87
**/**/****,*,"**,**, Mexico",$4477.79
**/**/****,*,"**,**, Mexico",$7718.68
**/**/****,*,"**,**, Mexico",$2667.16
**/**/****,*,"**,**, Mexico",$1188.11
**/**/****,*,"**,**, Mexico",$6230.34
**/**/****,*,"**,**, Mexico",$5229.44
**/**/****,*,"**,**, Mexico",$2407.39
**/**/****,*,"**,**, Mexico",$996.76
**/**/****,*,"**,**, Mexico",$1395.82
**/**/****,*,"**,**, Mexico",$2098.58
**/**/****,*,"**,**, Mexico",$5328.86
**/**/****,*,"**,**, Mexico",$2174.45
**/**/****,*,"**,**, Mexico",$4970.32
**/**/****,*,"**,**, Mexico",$2723.11
**/**/****,*,"**,**, Mexico",$2587.42
**/**/****,*,"**,**, Mexico",$2280.82
**/**/****,*,"**,**, Mexico",$1483.52
**/**/****,*,"**,**, Mexico",$4210.02
**/**/****,*,"**,**, Mexico",$4460.26
**/**/****,*,"**,**, Mexico",$1390.00
**/**/****,*,"**,**, Mexico",$7803.39
**/**/****,*,"**,**, Mexico",$7517.14
**/**/****,*,"**,**, Mexico",$3814.74
**/**/****,*,"**,**, Mexico",$3209.90
**/**/****,*,"**,**, Mexico",$2837.82
**/**/****,*,"**,**, Mexico",$6888.06
**/**/****,*,"**,**, Mexico",$7844.90
**/**/****,*,"**,**, Mexico",$1403.09
**/**/****,*,"**,**, Mexico",$7646.16
**/**/****,*,"**,**, Mexico",$5966.72
**/**/****,*,"**,**, Mexico",$825.82
**/**/****,*,"**,**, Mexico",$4856.16
**/**/****,*,"**,**, Mexico",$1780.40
**/**/****,*,"**,**, Mexico",$7048.51
**/**/****,*,"**,**, Mexico",$3737.37
**/**/****,*,"**,**, Portugal",$7833.82
**/**/****,*,"**,**, Portugal",$2534.88
**/**/****,*,"**,**, Portugal",$7202.43
**/**/****,*,"**,**, Portugal",$5772.69
**/**/****,*,"**,**, Portugal",$3591.12
**/**/****,*,"**,**, Portugal",$7847.46
**/**/****,*,"**,**, Portugal",$5979.17
**/**/****,*,"**,**, Portugal",$1213.00
**/**/****,*,"**,**, Portugal",$7539.41
**/**/****,*,"**,**, Portugal",$6907.90
**/**/****,*,"**,**, Portugal",$3200.30
**/**/****,*,"**,**, Portugal",$1133.30
**/**/****,*,"**,**, Portugal",$2363.38
**/**/****,*,"**,**, Portugal",$3223.62
**/**/****,*,"**,**, Portugal",$2944.40
**/**/****,*,"**,**, Portugal",$2642.75
**/**/****,*,"**,**, Portugal",$7077.49
**/**/****,*,"**,**, Portugal",$6842.64
**/**/****,*,"**,**, Portugal",$4022.26
**/**/****,*,"**,**, Portugal",$2420.72
**/**/****,*,"**,**, Portugal",$1586.61
**/**/****,*,"**,**, Portugal",$4504.29
**/**/****,*,"**,**, Portugal",$6999.54
**/**/****,*,"**,**, Portugal",$1247.98
**/**/****,*,"**,**, Portugal",$7622.47
**/**/****,*,"**,**, Portugal",$4389.71
**/**/****,*,"**,**, Portugal",$3573.26
**/**/****,*,"**,**, Portugal",$6691.57
**/**/****,*,"**,**, Portugal",$7386.55
**/**/****,*,"**,**, Portugal",$1488.42
**/**/****,*,"**,**, Portugal",$2137.01
**/**/****,*,"**,**, Portugal",$1558.87
**/**/****,*,"**,**, Portugal",$1973.45
**/**/****,*,"**,**, Portugal",$5214.50
**/**/****,*,"**,**, Portugal",$5788.73
**/**/****,*,"**,**, Portugal",$6314.95
**/**/****,*,"**,**, Portugal",$7973.93
**/**/****,*,"**,**, Portugal",$4578.33
**/**/****,*,"**,**, Portugal",$5737.46
**/**/****,*,"**,**, Portugal",$6026.38
**/**/****,*,"**,**, Portugal",$1665.32
**/**/****,*,"**,**, Portugal",$3526.69
**/**/****,*,"**,**, Portugal",$5751.78
**/**/****,*,"**,**, Portugal",$7345.49
**/**/****,*,"**,**, Portugal",$1245.80
**/**/****,*,"**,**, Portugal",$7327.12
**/**/****,*,"**,**, Portugal",$3878.76
**/**/****,*,"**,**, Portugal",$6680.18
**/**/****,*,"**,**, Portugal",$6584.92
**/**/****,*,"**,**, Portugal",$5932.94
**/**/****,*,"**,**, Portugal",$7540.04
**/**/****,*,"**,**, Portugal",$7917.34
**/**/****,*,"**,**, Portugal",$3296.00
**/**/****,*,"**,**, Portugal",$7046.63
**/**/****,*,"**,**, Portugal",$4332.69
**/**/****,*,"**,**, Portugal",$4302.66
**/**/****,*,"**,**, Portugal",$7760.46
**/**/****,*,"**,**, Portugal",$2866.63
**/**/****,*,"**,**, Portugal",$7319.09
**/**/****,*,"**,**, Portugal",$3717.17
**/**/****,*,"**,**, Portugal",$6417.75
**/**/****,*,"**,**, Portugal",$4964.31
**/**/****,*,"**,**, Portugal",$7753.83
**/**/****,*,"**,**, Portugal",$4728.31
**/**/****,*,"**,**, Portugal",$3863.39
**/**/****,*,"**,**, Portugal",$5283.42
**/**/****,*,"**,**, Portugal",$6289.95
**/**/****,*,"**,**, Portugal",$2867.51
**/**/****,*,"**,**, Portugal",$5038.59
**/**/****,*,"**,**, Portugal",$5530.59
**/**/****,*,"**,**, Portugal",$1305.29
**/**/****,*,"**,**, Portugal",$2060.75
**/**/****,*,"**,**, Portugal",$4919.65
**/**/****,*,"**,**, Portugal",$5919.34
**/**/****,*,"**,**, Portugal",$2854.38
**/**/****,*,"**,**, Portugal",$5268.85
**/**/****,*,"**,**, Portugal",$4663.87
**/**/****,*,"**,**, Portugal",$1657.74
**/**/****,*,"**,**, Portugal",$6639.31
**/**/****,*,"**,**, Portugal",$6549.93
**/**/****,*,"**,**, Portugal",$4776.95
**/**/****,*,"**,**, Portugal",$7467.66
**/**/****,*,"**,**, Portugal",$3375.21
**/**/****,*,"**,**, Portugal",$6594.48
**/**/****,*,"**,**, Portugal",$5730.25
**/**/****,*,"**,**, Portugal",$3783.40
**/**/****,*,"**,**, Portugal",$7795.42
**/**/****,*,"**,**, Portugal",$5532.48
**/**/****,*,"**,**, Portugal",$7857.47
**/**/****,*,"**,**, Portugal",$4450.49
**/**/****,*,"**,**, Portugal",$2849.06
**/**/****,*,"**,**, Portugal",$2661.36
**/**/****,*,"**,**, Portugal",$7588.24
**/**/****,*,"**,**, Portugal",$6118.17
**/**/****,*,"**,**, Portugal",$1858.90
**/**/****,*,"**,**, Portugal",$2106.68
**/**/****,*,"**,**, Portugal",$5964.41
**/**/****,*,"**,**, Portugal",$6067.37
**/**/****,*,"**,**, Portugal",$2582.92
**/**/****,*,"**,**, Portugal",$6267.86
**/**/****,*,"**,**, Portugal",$3639.38
**/**/****,*,"**,**, Portugal",$4461.88
**/**/****,*,"**,**, Portugal",$6191.96
**/**/****,*,"**,**, Portugal",$1610.27
**/**/****,*,"**,**, Portugal",$948.41
**/**/****,*,"**,**, Portugal",$5108.35
**/**/****,*,"**,**, Portugal",$7649.68
**/**/****,*,"**,**, Portugal",$7296.43
**/**/****,*,"**,**, Portugal",$2142.15
**/**/****,*,"**,**, Portugal",$7233.37
**/**/****,*,"**,**, Portugal",$1684.26
**/**/****,*,"**,**, Portugal",$1426.01
**/**/****,*,"**,**, Portugal",$2309.35
**/**/****,*,"**,**, Portugal",$6172.13
**/**/****,*,"**,**, Portugal",$2981.49
**/**/****,*,"**,**, Portugal",$4370.17
**/**/****,*,"**,**, Portugal",$4590.54
**/**/****,*,"**,**, Portugal",$4126.56
**/**/****,*,"**,**, Portugal",$2932.96
**/**/****,*,"**,**, Portugal",$4930.40
**/**/****,*,"**,**, Portugal",$1809.17
**/**/****,*,"**,**, Portugal",$3090.80
**/**/****,*,"**,**, Portugal",$7454.96
**/**/****,*,"**,**, Portugal",$4764.60
**/**/****,*,"**,**, Portugal",$7130.79
**/**/****,*,"**,**, Portugal",$2437.75
**/**/****,*,"**,**, Portugal",$3392.24
**/**/****,*,"**,**, Portugal",$1374.14
**/**/****,*,"**,**, Portugal",$5999.29
**/**/****,*,"**,**, Portugal",$5823.77
**/**/****,*,"**,**, Portugal",$7453.73
**/**/****,*,"**,**, Portugal",$5866.61
**/**/****,*,"**,**, Portugal",$6954.30
**/**/****,*,"**,**, Portugal",$6760.76
**/**/****,*,"**,**, Portugal",$4713.83
**/**/****,*,"**,**, Portugal",$1367.51
**/**/****,*,"**,**, Portugal",$1653.56
**/**/****,*,"**,**, Portugal",$2666.96
**/**/****,*,"**,**, Portugal",$5189.45
**/**/****,*,"**,**, Portugal",$4052.82
**/**/****,*,"**,**, Portugal",$2029.76
**/**/****,*,"**,**, Portugal",$3572.00
**/**/****,*,"**,**, Portugal",$3078.97
**/**/****,*,"**,**, Portugal",$7373.11
**/**/****,*,"**,**, Portugal",$5264.43
**/**/****,*,"**,**, Portugal",$3082.24
**/**/****,*,"**,**, Portugal",$4550.42
**/**/****,*,"**,**, Portugal",$4902.14
**/**/****,*,"**,**, Portugal",$5848.86
**/**/****,*,"**,**, Portugal",$942.32
**/**/****,*,"**,**, Portugal",$3399.67
**/**/****,*,"**,**, Portugal",$4357.15
**/**/****,*,"**,**, Portugal",$7159.29
**/**/****,*,"**,**, Portugal",$7800.59
**/**/****,*,"**,**, Portugal",$3248.92
**/**/****,*,"**,**, Portugal",$1404.57
**/**/****,*,"**,**, Portugal",$5191.05
**/**/****,*,"**,**, Portugal",$7779.56
**/**/****,*,"**,**, Portugal",$1411.11
**/**/****,*,"**,**, Portugal",$6310.65
**/**/****,*,"**,**, Portugal",$6520.97
**/**/****,*,"**,**, Portugal",$2608.66
**/**/****,*,"**,**, Portugal",$6369.60
**/**/****,*,"**,**, Portugal",$7147.42
**/**/****,*,"**,**, Portugal",$1575.77
**/**/****,*,"**,**, Portugal",$2533.07
**/**/****,*,"**,**, Portugal",$6169.95
**/**/****,*,"**,**, Portugal",$4371.91
**/**/****,*,"**,**, Portugal",$5825.82
**/**/****,*,"**,**, Portugal",$7189.04
**/**/****,*,"**,**, Portugal",$4803.14
**/**/****,*,"**,**, Portugal",$5213.70
**/**/****,*,"**,**, Portugal",$3483.46
**/**/****,*,"**,**, Portugal",$3122.25
**/**/****,*,"**,**, Portugal",$7659.54
**/**/****,*,"**,**, Portugal",$3303.24
**/**/****,*,"**,**, Portugal",$2533.59
**/**/****,*,"**,**, Portugal",$6187.48
**/**/****,*,"**,**, Portugal",$1708.14
**/**/****,*,"**,**, Portugal",$5798.07
**/**/****,*,"**,**, Portugal",$4260.82
**/**/****,*,"**,**, Portugal",$3618.49
**/**/****,*,"**,**, Portugal",$3574.50
**/**/****,*,"**,**, Portugal",$2880.77
**/**/****,*,"**,**, Portugal",$7548.51
**/**/****,*,"**,**, Portugal",$2261.44
**/**/****,*,"**,**, Portugal",$3868.21
**/**/****,*,"**,**, Portugal",$5948.45
**/**/****,*,"**,**, Portugal",$7276.96
**/**/****,*,"**,**, Portugal",$2411.36
**/**/****,*,"**,**, Portugal",$6508.41
**/**/****,*,"**,**, Portugal",$3721.36
**/**/****,*,"**,**, Portugal",$6063.49
**/**/****,*,"**,**, Portugal",$962.88
**/**/****,*,"**,**, Portugal",$4466.02
**/**/****,*,"**,**, Portugal",$7482.17
**/**/****,*,"**,**, Portugal",$6056.46
**/**/****,*,"**,**, Portugal",$7313.37
**/**/****,*,"**,**, Portugal",$7491.62
**/**/****,*,"**,**, Portugal",$2263.59
**/**/****,*,"**,**, Portugal",$6043.66
**/**/****,*,"**,**, Portugal",$7421.85
**/**/****,*,"**,**, Portugal",$3200.25
**/**/****,*,"**,**, Portugal",$4575.88
**/**/****,*,"**,**, Portugal",$5746.59
**/**/****,*,"**,**, Portugal",$4323.07
**/**/****,*,"**,**, Portugal",$6030.61
**/**/****,*,"**,**, Portugal",$7794.99
**/**/****,*,"**,**, Portugal",$7552.80
**/**/****,*,"**,**, Portugal",$877.91
**/**/****,*,"**,**, Portugal",$5252.25
**/**/****,*,"**,**, Portugal",$7373.73
**/**/****,*,"**,**, Portugal",$4320.80
**/**/****,*,"**,**, Portugal",$4550.26
**/**/****,*,"**,**, Portugal",$7091.02
**/**/****,*,"**,**, Portugal",$3725.73
**/**/****,*,"**,**, Portugal",$7105.57
**/**/****,*,"**,**, Portugal",$7660.68
